tagNumber,tagDescription,tagStatus,equipmentClassId,manufacturer,criticalityClass,installationDate,cfihosId
E-200,Shell & Tube Exchanger E-200,Decommissioned,EC-HEATEXCH-SHELL,Ironclad Controls Inc.,Medium,2022-12-03,CFIHOS-00000028
PT-201,Pressure Transmitter PT-201,In Service,EC-INST-PT,Ironclad Controls Inc.,High,2018-04-17,CFIHOS-00000028
FCV-202,Control Valve FCV-202,Commissioning,EC-VALVE-CTRL,Halberd Valve Corporation,Low,2013-09-09,CFIHOS-00000028
P-203,Centrifugal Pump P-203,In Service,EC-PUMP-CENTR,Ironclad Controls Inc.,Medium,2016-10-08,CFIHOS-00000028
P-204,Centrifugal Pump P-204,Out of Service,EC-PUMP-CENTR,Halberd Valve Corporation,Medium,2015-05-02,CFIHOS-00000028
COL-205,Distillation Column COL-205,Decommissioned,EC-VESSEL-COL,Ironclad Controls Inc.,Low,2018-07-11,CFIHOS-00000028
FCV-206,Control Valve FCV-206,Decommissioned,EC-VALVE-CTRL,Halberd Valve Corporation,High,2020-11-24,CFIHOS-00000028
COL-207,Distillation Column COL-207,In Service,EC-VESSEL-COL,Ironclad Controls Inc.,Low,2015-09-20,CFIHOS-00000028
K-208,Centrifugal Compressor K-208,Commissioning,EC-COMPRESSOR-CENTR,Reedmoor Pumps & Compressors,High,2015-04-12,CFIHOS-00000028
LT-209,Level Transmitter LT-209,Decommissioned,EC-INST-LT,Halberd Valve Corporation,High,2022-12-08,CFIHOS-00000028
XV-210,Isolation Valve XV-210,In Service,EC-VALVE-ISO,Ironclad Controls Inc.,High,2012-12-16,CFIHOS-00000028
FT-211,Flow Transmitter FT-211,Commissioning,EC-INST-FT,Ironclad Controls Inc.,Medium,2022-07-14,CFIHOS-00000028
E-212,Shell & Tube Exchanger E-212,In Service,EC-HEATEXCH-SHELL,Ironclad Controls Inc.,High,2023-09-11,CFIHOS-00000028
FT-213,Flow Transmitter FT-213,Out of Service,EC-INST-FT,Ironclad Controls Inc.,Low,2015-11-25,CFIHOS-00000028
V-214,Separator V-214,Decommissioned,EC-VESSEL-SEP,Ironclad Controls Inc.,Low,2013-09-29,CFIHOS-00000028
PT-215,Pressure Transmitter PT-215,Out of Service,EC-INST-PT,Reedmoor Pumps & Compressors,Low,2021-02-06,CFIHOS-00000028
COL-216,Distillation Column COL-216,Out of Service,EC-VESSEL-COL,Reedmoor Pumps & Compressors,Low,2012-02-24,CFIHOS-00000028
PT-217,Pressure Transmitter PT-217,Commissioning,EC-INST-PT,Reedmoor Pumps & Compressors,High,2013-09-23,CFIHOS-00000028
PT-218,Pressure Transmitter PT-218,Out of Service,EC-INST-PT,Reedmoor Pumps & Compressors,High,2015-07-13,CFIHOS-00000028
COL-219,Distillation Column COL-219,In Service,EC-VESSEL-COL,Ironclad Controls Inc.,Medium,2014-07-17,CFIHOS-00000028
E-220,Shell & Tube Exchanger E-220,Decommissioned,EC-HEATEXCH-SHELL,Reedmoor Pumps & Compressors,Low,2015-08-13,CFIHOS-00000028
FT-221,Flow Transmitter FT-221,Decommissioned,EC-INST-FT,Reedmoor Pumps & Compressors,High,2014-11-13,CFIHOS-00000028
TT-222,Temperature Transmitter TT-222,Commissioning,EC-INST-TT,Halberd Valve Corporation,High,2015-04-18,CFIHOS-00000028
P-223,Centrifugal Pump P-223,Commissioning,EC-PUMP-CENTR,Reedmoor Pumps & Compressors,Low,2021-02-03,CFIHOS-00000028
TT-224,Temperature Transmitter TT-224,In Service,EC-INST-TT,Halberd Valve Corporation,High,2022-01-27,CFIHOS-00000028
TT-225,Temperature Transmitter TT-225,Decommissioned,EC-INST-TT,Reedmoor Pumps & Compressors,High,2021-03-19,CFIHOS-00000028
TT-226,Temperature Transmitter TT-226,Commissioning,EC-INST-TT,Reedmoor Pumps & Compressors,Low,2023-06-16,CFIHOS-00000028
PSV-227,Pressure Relief Valve PSV-227,Commissioning,EC-VALVE-RELIEF,Reedmoor Pumps & Compressors,Low,2013-07-17,CFIHOS-00000028
XV-228,Isolation Valve XV-228,Decommissioned,EC-VALVE-ISO,Reedmoor Pumps & Compressors,High,2012-05-15,CFIHOS-00000028
XV-229,Isolation Valve XV-229,Decommissioned,EC-VALVE-ISO,Ironclad Controls Inc.,High,2015-12-24,CFIHOS-00000028
E-230,Shell & Tube Exchanger E-230,In Service,EC-HEATEXCH-SHELL,Halberd Valve Corporation,High,2014-02-02,CFIHOS-00000028
E-231,Shell & Tube Exchanger E-231,Commissioning,EC-HEATEXCH-SHELL,Halberd Valve Corporation,High,2021-09-04,CFIHOS-00000028
PT-232,Pressure Transmitter PT-232,Decommissioned,EC-INST-PT,Halberd Valve Corporation,Low,2023-11-19,CFIHOS-00000028
V-233,Separator V-233,Commissioning,EC-VESSEL-SEP,Ironclad Controls Inc.,Medium,2014-03-11,CFIHOS-00000028
V-234,Separator V-234,Commissioning,EC-VESSEL-SEP,Reedmoor Pumps & Compressors,High,2013-11-17,CFIHOS-00000028
PSV-235,Pressure Relief Valve PSV-235,Decommissioned,EC-VALVE-RELIEF,Reedmoor Pumps & Compressors,High,2012-02-28,CFIHOS-00000028
TT-236,Temperature Transmitter TT-236,In Service,EC-INST-TT,Halberd Valve Corporation,Medium,2016-08-09,CFIHOS-00000028
LT-237,Level Transmitter LT-237,Out of Service,EC-INST-LT,Ironclad Controls Inc.,High,2015-06-21,CFIHOS-00000028
V-238,Separator V-238,Out of Service,EC-VESSEL-SEP,Halberd Valve Corporation,Medium,2020-03-14,CFIHOS-00000028
TT-239,Temperature Transmitter TT-239,Out of Service,EC-INST-TT,Reedmoor Pumps & Compressors,Medium,2022-10-27,CFIHOS-00000028
FCV-240,Control Valve FCV-240,Out of Service,EC-VALVE-CTRL,Halberd Valve Corporation,Medium,2017-09-09,CFIHOS-00000028
PSV-241,Pressure Relief Valve PSV-241,Out of Service,EC-VALVE-RELIEF,Reedmoor Pumps & Compressors,Low,2014-09-02,CFIHOS-00000028
LT-242,Level Transmitter LT-242,Commissioning,EC-INST-LT,Reedmoor Pumps & Compressors,High,2016-10-22,CFIHOS-00000028
PT-243,Pressure Transmitter PT-243,Decommissioned,EC-INST-PT,Halberd Valve Corporation,Low,2013-03-02,CFIHOS-00000028
FCV-244,Control Valve FCV-244,Decommissioned,EC-VALVE-CTRL,Halberd Valve Corporation,High,2022-07-30,CFIHOS-00000028
TT-245,Temperature Transmitter TT-245,Decommissioned,EC-INST-TT,Halberd Valve Corporation,Medium,2016-12-21,CFIHOS-00000028
COL-246,Distillation Column COL-246,In Service,EC-VESSEL-COL,Halberd Valve Corporation,Low,2020-08-14,CFIHOS-00000028
V-247,Separator V-247,Out of Service,EC-VESSEL-SEP,Halberd Valve Corporation,High,2023-02-01,CFIHOS-00000028
E-248,Shell & Tube Exchanger E-248,In Service,EC-HEATEXCH-SHELL,Halberd Valve Corporation,Medium,2016-05-14,CFIHOS-00000028
P-249,Centrifugal Pump P-249,Commissioning,EC-PUMP-CENTR,Reedmoor Pumps & Compressors,Low,2012-10-22,CFIHOS-00000028
COL-250,Distillation Column COL-250,Commissioning,EC-VESSEL-COL,Reedmoor Pumps & Compressors,High,2018-03-10,CFIHOS-00000028
K-251,Centrifugal Compressor K-251,Decommissioned,EC-COMPRESSOR-CENTR,Ironclad Controls Inc.,Medium,2016-06-28,CFIHOS-00000028
PT-252,Pressure Transmitter PT-252,In Service,EC-INST-PT,Halberd Valve Corporation,Low,2018-05-19,CFIHOS-00000028
LT-253,Level Transmitter LT-253,Out of Service,EC-INST-LT,Ironclad Controls Inc.,High,2016-05-12,CFIHOS-00000028
E-254,Shell & Tube Exchanger E-254,Decommissioned,EC-HEATEXCH-SHELL,Halberd Valve Corporation,Medium,2015-12-04,CFIHOS-00000028
V-255,Separator V-255,In Service,EC-VESSEL-SEP,Halberd Valve Corporation,Low,2018-08-07,CFIHOS-00000028
COL-256,Distillation Column COL-256,In Service,EC-VESSEL-COL,Ironclad Controls Inc.,Low,2017-08-11,CFIHOS-00000028
LT-257,Level Transmitter LT-257,Decommissioned,EC-INST-LT,Ironclad Controls Inc.,Medium,2017-06-15,CFIHOS-00000028
K-258,Centrifugal Compressor K-258,Out of Service,EC-COMPRESSOR-CENTR,Reedmoor Pumps & Compressors,Low,2012-08-12,CFIHOS-00000028
E-259,Shell & Tube Exchanger E-259,In Service,EC-HEATEXCH-SHELL,Halberd Valve Corporation,Medium,2016-12-10,CFIHOS-00000028
FT-260,Flow Transmitter FT-260,Commissioning,EC-INST-FT,Ironclad Controls Inc.,Medium,2023-08-02,CFIHOS-00000028
PT-261,Pressure Transmitter PT-261,In Service,EC-INST-PT,Reedmoor Pumps & Compressors,Medium,2014-01-31,CFIHOS-00000028
V-262,Separator V-262,Out of Service,EC-VESSEL-SEP,Halberd Valve Corporation,High,2022-09-08,CFIHOS-00000028
COL-263,Distillation Column COL-263,Out of Service,EC-VESSEL-COL,Ironclad Controls Inc.,Medium,2016-02-06,CFIHOS-00000028
LT-264,Level Transmitter LT-264,Commissioning,EC-INST-LT,Reedmoor Pumps & Compressors,High,2017-06-05,CFIHOS-00000028
PSV-265,Pressure Relief Valve PSV-265,Commissioning,EC-VALVE-RELIEF,Reedmoor Pumps & Compressors,High,2019-12-26,CFIHOS-00000028
FCV-266,Control Valve FCV-266,In Service,EC-VALVE-CTRL,Halberd Valve Corporation,Low,2023-01-18,CFIHOS-00000028
TT-267,Temperature Transmitter TT-267,In Service,EC-INST-TT,Halberd Valve Corporation,Medium,2020-04-28,CFIHOS-00000028
TT-268,Temperature Transmitter TT-268,Out of Service,EC-INST-TT,Ironclad Controls Inc.,Medium,2023-01-03,CFIHOS-00000028
FCV-269,Control Valve FCV-269,Out of Service,EC-VALVE-CTRL,Reedmoor Pumps & Compressors,Low,2014-11-16,CFIHOS-00000028
P-270,Centrifugal Pump P-270,Decommissioned,EC-PUMP-CENTR,Halberd Valve Corporation,High,2023-04-09,CFIHOS-00000028
COL-271,Distillation Column COL-271,Decommissioned,EC-VESSEL-COL,Reedmoor Pumps & Compressors,High,2023-08-16,CFIHOS-00000028
E-272,Shell & Tube Exchanger E-272,Out of Service,EC-HEATEXCH-SHELL,Halberd Valve Corporation,Low,2016-09-22,CFIHOS-00000028
V-273,Separator V-273,In Service,EC-VESSEL-SEP,Ironclad Controls Inc.,Low,2017-10-28,CFIHOS-00000028
FCV-274,Control Valve FCV-274,Out of Service,EC-VALVE-CTRL,Ironclad Controls Inc.,Medium,2019-09-11,CFIHOS-00000028
COL-275,Distillation Column COL-275,Commissioning,EC-VESSEL-COL,Ironclad Controls Inc.,High,2021-05-26,CFIHOS-00000028
LT-276,Level Transmitter LT-276,Out of Service,EC-INST-LT,Ironclad Controls Inc.,Medium,2022-02-09,CFIHOS-00000028
FCV-277,Control Valve FCV-277,Commissioning,EC-VALVE-CTRL,Reedmoor Pumps & Compressors,High,2018-01-20,CFIHOS-00000028
K-278,Centrifugal Compressor K-278,Commissioning,EC-COMPRESSOR-CENTR,Ironclad Controls Inc.,Medium,2016-05-25,CFIHOS-00000028
FCV-279,Control Valve FCV-279,Commissioning,EC-VALVE-CTRL,Halberd Valve Corporation,High,2021-06-15,CFIHOS-00000028
E-280,Shell & Tube Exchanger E-280,Commissioning,EC-HEATEXCH-SHELL,Halberd Valve Corporation,Low,2019-01-30,CFIHOS-00000028
K-281,Centrifugal Compressor K-281,Decommissioned,EC-COMPRESSOR-CENTR,Ironclad Controls Inc.,Low,2013-01-25,CFIHOS-00000028
V-282,Separator V-282,In Service,EC-VESSEL-SEP,Halberd Valve Corporation,High,2017-09-14,CFIHOS-00000028
E-283,Shell & Tube Exchanger E-283,In Service,EC-HEATEXCH-SHELL,Ironclad Controls Inc.,Medium,2020-02-05,CFIHOS-00000028
COL-284,Distillation Column COL-284,Out of Service,EC-VESSEL-COL,Halberd Valve Corporation,Medium,2014-09-20,CFIHOS-00000028
FT-285,Flow Transmitter FT-285,Commissioning,EC-INST-FT,Ironclad Controls Inc.,Low,2015-11-30,CFIHOS-00000028
K-286,Centrifugal Compressor K-286,Out of Service,EC-COMPRESSOR-CENTR,Ironclad Controls Inc.,Low,2023-06-13,CFIHOS-00000028
E-287,Shell & Tube Exchanger E-287,Decommissioned,EC-HEATEXCH-SHELL,Ironclad Controls Inc.,Low,2018-06-05,CFIHOS-00000028
E-288,Shell & Tube Exchanger E-288,Commissioning,EC-HEATEXCH-SHELL,Ironclad Controls Inc.,Medium,2021-01-28,CFIHOS-00000028
P-289,Reciprocating Pump P-289,In Service,EC-PUMP-RECIP,Ironclad Controls Inc.,High,2019-01-12,CFIHOS-00000028
COL-290,Distillation Column COL-290,Out of Service,EC-VESSEL-COL,Ironclad Controls Inc.,Low,2020-11-13,CFIHOS-00000028
PSV-291,Pressure Relief Valve PSV-291,Decommissioned,EC-VALVE-RELIEF,Ironclad Controls Inc.,Low,2022-02-05,CFIHOS-00000028
V-292,Separator V-292,Commissioning,EC-VESSEL-SEP,Halberd Valve Corporation,High,2017-04-06,CFIHOS-00000028
FT-293,Flow Transmitter FT-293,Out of Service,EC-INST-FT,Reedmoor Pumps & Compressors,High,2020-11-26,CFIHOS-00000028
P-294,Reciprocating Pump P-294,In Service,EC-PUMP-RECIP,Reedmoor Pumps & Compressors,Low,2013-03-16,CFIHOS-00000028
P-295,Centrifugal Pump P-295,Decommissioned,EC-PUMP-CENTR,Halberd Valve Corporation,High,2017-11-20,CFIHOS-00000028
TT-296,Temperature Transmitter TT-296,Commissioning,EC-INST-TT,Ironclad Controls Inc.,Medium,2017-02-21,CFIHOS-00000028
XV-297,Isolation Valve XV-297,Out of Service,EC-VALVE-ISO,Reedmoor Pumps & Compressors,High,2023-10-25,CFIHOS-00000028
FCV-298,Control Valve FCV-298,In Service,EC-VALVE-CTRL,Ironclad Controls Inc.,Medium,2022-09-05,CFIHOS-00000028
E-299,Shell & Tube Exchanger E-299,Out of Service,EC-HEATEXCH-SHELL,Reedmoor Pumps & Compressors,High,2015-12-21,CFIHOS-00000028
TT-300,Temperature Transmitter TT-300,Decommissioned,EC-INST-TT,Ironclad Controls Inc.,Low,2023-12-21,CFIHOS-00000028
PSV-301,Pressure Relief Valve PSV-301,Out of Service,EC-VALVE-RELIEF,Halberd Valve Corporation,High,2014-01-03,CFIHOS-00000028
E-302,Shell & Tube Exchanger E-302,Out of Service,EC-HEATEXCH-SHELL,Ironclad Controls Inc.,Medium,2015-06-29,CFIHOS-00000028
PSV-303,Pressure Relief Valve PSV-303,In Service,EC-VALVE-RELIEF,Halberd Valve Corporation,High,2019-09-18,CFIHOS-00000028
PSV-304,Pressure Relief Valve PSV-304,Decommissioned,EC-VALVE-RELIEF,Halberd Valve Corporation,Low,2023-01-12,CFIHOS-00000028
K-305,Centrifugal Compressor K-305,Decommissioned,EC-COMPRESSOR-CENTR,Halberd Valve Corporation,Medium,2018-07-27,CFIHOS-00000028
TT-306,Temperature Transmitter TT-306,Commissioning,EC-INST-TT,Halberd Valve Corporation,Medium,2016-03-24,CFIHOS-00000028
V-307,Separator V-307,Decommissioned,EC-VESSEL-SEP,Reedmoor Pumps & Compressors,High,2020-09-27,CFIHOS-00000028
V-308,Separator V-308,Commissioning,EC-VESSEL-SEP,Halberd Valve Corporation,Medium,2017-05-16,CFIHOS-00000028
PT-309,Pressure Transmitter PT-309,Out of Service,EC-INST-PT,Halberd Valve Corporation,Medium,2021-04-05,CFIHOS-00000028
XV-310,Isolation Valve XV-310,In Service,EC-VALVE-ISO,Reedmoor Pumps & Compressors,Medium,2014-06-23,CFIHOS-00000028
FT-311,Flow Transmitter FT-311,Decommissioned,EC-INST-FT,Reedmoor Pumps & Compressors,Medium,2023-01-13,CFIHOS-00000028
XV-312,Isolation Valve XV-312,Out of Service,EC-VALVE-ISO,Reedmoor Pumps & Compressors,High,2023-12-31,CFIHOS-00000028
P-313,Centrifugal Pump P-313,Commissioning,EC-PUMP-CENTR,Ironclad Controls Inc.,Medium,2014-10-21,CFIHOS-00000028
LT-314,Level Transmitter LT-314,Decommissioned,EC-INST-LT,Reedmoor Pumps & Compressors,High,2015-05-19,CFIHOS-00000028
P-315,Centrifugal Pump P-315,Decommissioned,EC-PUMP-CENTR,Ironclad Controls Inc.,Medium,2018-12-27,CFIHOS-00000028
K-316,Centrifugal Compressor K-316,Decommissioned,EC-COMPRESSOR-CENTR,Reedmoor Pumps & Compressors,Low,2012-09-16,CFIHOS-00000028
COL-317,Distillation Column COL-317,In Service,EC-VESSEL-COL,Halberd Valve Corporation,Medium,2020-10-19,CFIHOS-00000028
P-318,Reciprocating Pump P-318,Decommissioned,EC-PUMP-RECIP,Reedmoor Pumps & Compressors,Medium,2020-07-22,CFIHOS-00000028
P-319,Centrifugal Pump P-319,In Service,EC-PUMP-CENTR,Ironclad Controls Inc.,Medium,2017-07-17,CFIHOS-00000028
LT-320,Level Transmitter LT-320,In Service,EC-INST-LT,Reedmoor Pumps & Compressors,Low,2014-02-08,CFIHOS-00000028
PT-321,Pressure Transmitter PT-321,Commissioning,EC-INST-PT,Ironclad Controls Inc.,Low,2018-12-31,CFIHOS-00000028
COL-322,Distillation Column COL-322,Commissioning,EC-VESSEL-COL,Halberd Valve Corporation,Low,2014-09-27,CFIHOS-00000028
PSV-323,Pressure Relief Valve PSV-323,Decommissioned,EC-VALVE-RELIEF,Reedmoor Pumps & Compressors,Medium,2013-03-02,CFIHOS-00000028
FT-324,Flow Transmitter FT-324,Commissioning,EC-INST-FT,Reedmoor Pumps & Compressors,Low,2021-09-26,CFIHOS-00000028
COL-325,Distillation Column COL-325,In Service,EC-VESSEL-COL,Ironclad Controls Inc.,Low,2014-09-07,CFIHOS-00000028
V-326,Separator V-326,Commissioning,EC-VESSEL-SEP,Halberd Valve Corporation,Low,2022-08-29,CFIHOS-00000028
LT-327,Level Transmitter LT-327,Commissioning,EC-INST-LT,Halberd Valve Corporation,High,2015-07-15,CFIHOS-00000028
E-328,Shell & Tube Exchanger E-328,In Service,EC-HEATEXCH-SHELL,Ironclad Controls Inc.,Low,2013-05-06,CFIHOS-00000028
P-329,Centrifugal Pump P-329,Out of Service,EC-PUMP-CENTR,Halberd Valve Corporation,High,2014-10-27,CFIHOS-00000028
E-330,Shell & Tube Exchanger E-330,Commissioning,EC-HEATEXCH-SHELL,Halberd Valve Corporation,Low,2019-10-16,CFIHOS-00000028
K-331,Centrifugal Compressor K-331,Decommissioned,EC-COMPRESSOR-CENTR,Halberd Valve Corporation,Low,2020-06-21,CFIHOS-00000028
COL-332,Distillation Column COL-332,Commissioning,EC-VESSEL-COL,Halberd Valve Corporation,Medium,2021-10-24,CFIHOS-00000028
PT-333,Pressure Transmitter PT-333,Out of Service,EC-INST-PT,Reedmoor Pumps & Compressors,High,2016-03-08,CFIHOS-00000028
PT-334,Pressure Transmitter PT-334,Out of Service,EC-INST-PT,Reedmoor Pumps & Compressors,Medium,2015-08-06,CFIHOS-00000028
P-335,Reciprocating Pump P-335,Commissioning,EC-PUMP-RECIP,Ironclad Controls Inc.,Medium,2020-03-26,CFIHOS-00000028
E-336,Shell & Tube Exchanger E-336,In Service,EC-HEATEXCH-SHELL,Ironclad Controls Inc.,Low,2016-02-28,CFIHOS-00000028
P-337,Centrifugal Pump P-337,Out of Service,EC-PUMP-CENTR,Reedmoor Pumps & Compressors,Medium,2013-06-02,CFIHOS-00000028
FT-338,Flow Transmitter FT-338,Decommissioned,EC-INST-FT,Halberd Valve Corporation,Low,2023-02-27,CFIHOS-00000028
K-339,Centrifugal Compressor K-339,Commissioning,EC-COMPRESSOR-CENTR,Ironclad Controls Inc.,Medium,2021-03-11,CFIHOS-00000028
FT-340,Flow Transmitter FT-340,Out of Service,EC-INST-FT,Halberd Valve Corporation,Low,2013-06-30,CFIHOS-00000028
P-341,Centrifugal Pump P-341,Commissioning,EC-PUMP-CENTR,Halberd Valve Corporation,High,2014-05-26,CFIHOS-00000028
E-342,Shell & Tube Exchanger E-342,Commissioning,EC-HEATEXCH-SHELL,Halberd Valve Corporation,Low,2020-09-18,CFIHOS-00000028
FT-343,Flow Transmitter FT-343,Decommissioned,EC-INST-FT,Ironclad Controls Inc.,Low,2017-09-27,CFIHOS-00000028
P-344,Centrifugal Pump P-344,Out of Service,EC-PUMP-CENTR,Ironclad Controls Inc.,Low,2013-08-03,CFIHOS-00000028
P-345,Centrifugal Pump P-345,Commissioning,EC-PUMP-CENTR,Halberd Valve Corporation,Medium,2013-05-12,CFIHOS-00000028
COL-346,Distillation Column COL-346,Decommissioned,EC-VESSEL-COL,Halberd Valve Corporation,Low,2017-12-17,CFIHOS-00000028
PT-347,Pressure Transmitter PT-347,In Service,EC-INST-PT,Ironclad Controls Inc.,High,2016-11-03,CFIHOS-00000028
PT-348,Pressure Transmitter PT-348,In Service,EC-INST-PT,Reedmoor Pumps & Compressors,Low,2020-08-22,CFIHOS-00000028
XV-349,Isolation Valve XV-349,Commissioning,EC-VALVE-ISO,Reedmoor Pumps & Compressors,Low,2016-01-05,CFIHOS-00000028
PT-350,Pressure Transmitter PT-350,Decommissioned,EC-INST-PT,Ironclad Controls Inc.,Medium,2022-04-15,CFIHOS-00000028
FT-351,Flow Transmitter FT-351,Decommissioned,EC-INST-FT,Reedmoor Pumps & Compressors,High,2021-01-02,CFIHOS-00000028
PT-352,Pressure Transmitter PT-352,Out of Service,EC-INST-PT,Halberd Valve Corporation,Low,2021-12-08,CFIHOS-00000028
COL-353,Distillation Column COL-353,Out of Service,EC-VESSEL-COL,Ironclad Controls Inc.,Medium,2021-03-31,CFIHOS-00000028
K-354,Centrifugal Compressor K-354,Decommissioned,EC-COMPRESSOR-CENTR,Ironclad Controls Inc.,High,2016-10-18,CFIHOS-00000028
V-355,Separator V-355,Out of Service,EC-VESSEL-SEP,Reedmoor Pumps & Compressors,Medium,2020-11-26,CFIHOS-00000028
P-356,Centrifugal Pump P-356,In Service,EC-PUMP-CENTR,Ironclad Controls Inc.,High,2023-08-11,CFIHOS-00000028
FCV-357,Control Valve FCV-357,Out of Service,EC-VALVE-CTRL,Ironclad Controls Inc.,High,2016-10-25,CFIHOS-00000028
COL-358,Distillation Column COL-358,In Service,EC-VESSEL-COL,Halberd Valve Corporation,Low,2015-06-21,CFIHOS-00000028
P-359,Reciprocating Pump P-359,In Service,EC-PUMP-RECIP,Ironclad Controls Inc.,High,2015-02-07,CFIHOS-00000028
PSV-360,Pressure Relief Valve PSV-360,Out of Service,EC-VALVE-RELIEF,Reedmoor Pumps & Compressors,High,2017-09-30,CFIHOS-00000028
K-361,Centrifugal Compressor K-361,Out of Service,EC-COMPRESSOR-CENTR,Ironclad Controls Inc.,Medium,2016-11-16,CFIHOS-00000028
LT-362,Level Transmitter LT-362,In Service,EC-INST-LT,Reedmoor Pumps & Compressors,High,2022-12-13,CFIHOS-00000028
LT-363,Level Transmitter LT-363,In Service,EC-INST-LT,Ironclad Controls Inc.,High,2020-07-22,CFIHOS-00000028
P-364,Reciprocating Pump P-364,In Service,EC-PUMP-RECIP,Ironclad Controls Inc.,Medium,2021-05-05,CFIHOS-00000028
P-365,Reciprocating Pump P-365,Commissioning,EC-PUMP-RECIP,Halberd Valve Corporation,Low,2020-07-30,CFIHOS-00000028
P-366,Centrifugal Pump P-366,Out of Service,EC-PUMP-CENTR,Halberd Valve Corporation,Medium,2015-05-10,CFIHOS-00000028
COL-367,Distillation Column COL-367,Commissioning,EC-VESSEL-COL,Halberd Valve Corporation,Low,2020-10-23,CFIHOS-00000028
E-368,Shell & Tube Exchanger E-368,In Service,EC-HEATEXCH-SHELL,Ironclad Controls Inc.,Medium,2020-11-04,CFIHOS-00000028
FCV-369,Control Valve FCV-369,Commissioning,EC-VALVE-CTRL,Halberd Valve Corporation,Medium,2013-02-07,CFIHOS-00000028
PT-370,Pressure Transmitter PT-370,Decommissioned,EC-INST-PT,Halberd Valve Corporation,Medium,2023-04-03,CFIHOS-00000028
V-371,Separator V-371,Commissioning,EC-VESSEL-SEP,Reedmoor Pumps & Compressors,Low,2016-06-10,CFIHOS-00000028
E-372,Shell & Tube Exchanger E-372,Decommissioned,EC-HEATEXCH-SHELL,Reedmoor Pumps & Compressors,Low,2023-10-04,CFIHOS-00000028
XV-373,Isolation Valve XV-373,Commissioning,EC-VALVE-ISO,Ironclad Controls Inc.,Medium,2019-04-03,CFIHOS-00000028
FT-374,Flow Transmitter FT-374,In Service,EC-INST-FT,Ironclad Controls Inc.,Medium,2020-03-11,CFIHOS-00000028
COL-375,Distillation Column COL-375,Commissioning,EC-VESSEL-COL,Ironclad Controls Inc.,Low,2012-07-17,CFIHOS-00000028
K-376,Centrifugal Compressor K-376,Out of Service,EC-COMPRESSOR-CENTR,Ironclad Controls Inc.,Low,2021-12-01,CFIHOS-00000028
TT-377,Temperature Transmitter TT-377,Commissioning,EC-INST-TT,Halberd Valve Corporation,High,2016-06-23,CFIHOS-00000028
FT-378,Flow Transmitter FT-378,Out of Service,EC-INST-FT,Halberd Valve Corporation,High,2013-03-22,CFIHOS-00000028
XV-379,Isolation Valve XV-379,Commissioning,EC-VALVE-ISO,Halberd Valve Corporation,Medium,2014-06-30,CFIHOS-00000028
