itemId,name,failureModeClass,cfihosId
MI-000329,PSV-2468 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-000330,TT-6231 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-000331,PSV-8459 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-000332,P-18734 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-000333,FT-20330 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-000334,V-16352 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-000335,V-3903 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-000336,COL-33540 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-000337,TT-23708 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-000338,LT-36195 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-000339,E-6750 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-000340,XV-37478 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-000341,P-16733 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-000342,P-9578 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-000343,PSV-18693 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-000344,E-28455 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-000345,FCV-16128 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-000346,XV-22255 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-000347,E-6400 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-000348,P-12833 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-000349,E-25031 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-000350,PT-20476 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-000351,COL-14580 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-000352,COL-25314 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-000353,V-24765 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-000354,E-30512 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-000355,XV-4812 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-000356,V-21562 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-000357,COL-10995 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-000358,PSV-39256 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-000359,FT-8843 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-000360,K-22849 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-000361,TT-13700 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-000362,LT-9167 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-000363,FCV-19544 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-000364,TT-33176 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-000365,FT-37322 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-000366,LT-25097 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-000367,P-27130 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-000368,TT-8665 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-000369,PT-10514 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-000370,E-8053 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-000371,COL-8190 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-000372,COL-32742 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-000373,TT-24886 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-000374,FCV-13220 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-000375,P-25189 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-000376,XV-30423 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-000377,XV-23462 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-000378,K-18685 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-000379,PT-24483 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-000380,FT-6648 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-000381,FT-13398 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-000382,P-14488 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-000383,COL-13374 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-000384,P-28080 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-000385,V-9820 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-000386,COL-17680 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-000387,K-37465 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-000388,LT-17116 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-000389,FCV-22891 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-000390,PT-24355 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-000391,PSV-28177 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-000392,XV-30396 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-000393,TT-16937 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-000394,P-40033 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-000395,PSV-17793 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-000396,E-27602 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-000397,FT-38742 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-000398,TT-32885 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-000399,V-30535 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-000400,TT-26460 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-000401,P-9146 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-000402,COL-28167 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-000403,PT-32527 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-000404,TT-29382 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-000405,COL-24539 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-000406,LT-19410 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-000407,FT-9303 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-000408,PT-15952 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-000409,TT-3545 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-000410,PSV-15132 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-000411,E-24510 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-000412,FCV-39399 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-000413,K-34323 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-000414,LT-938 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-000415,FCV-4211 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-000416,FT-33483 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-000417,PSV-27558 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-000418,PT-13326 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-000419,XV-17397 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-000420,K-31380 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-000421,PT-3279 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-000422,PSV-6427 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-000423,COL-13048 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-000424,V-36781 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-000425,TT-26202 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-000426,TT-32426 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-000427,V-27421 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-000428,K-25355 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-000429,TT-18957 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-000430,V-37985 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-000431,PT-36926 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-000432,LT-29693 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-000433,E-15233 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-000434,XV-31737 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-000435,K-17295 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-000436,PT-16296 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-000437,LT-29157 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-000438,K-8773 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-000439,K-12736 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-000440,FCV-21801 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-000441,XV-11105 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-000442,COL-19862 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-000443,FCV-36648 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-000444,K-30742 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-000445,V-34617 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-000446,XV-33283 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-000447,FT-20755 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-000448,P-37714 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-000449,FCV-10903 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-000450,LT-5784 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-000451,COL-16667 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-000452,V-27646 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-000453,P-20505 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-000454,LT-32040 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-000455,E-4424 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-000456,FCV-19773 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-000457,FCV-35764 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-000458,PT-11115 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-000459,FCV-24014 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-000460,V-27659 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-000461,TT-9098 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-000462,E-37961 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-000463,PT-3452 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-000464,FT-12415 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-000465,K-15076 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-000466,TT-17862 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-000467,P-4410 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-000468,E-13005 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-000469,P-20750 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-000470,FT-13137 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-000471,PSV-2613 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-000472,XV-34367 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-000473,P-21453 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-000474,TT-17127 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-000475,TT-34279 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-000476,E-31666 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-000477,LT-16962 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-000478,LT-11688 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-000479,P-10475 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-000480,E-25316 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-000481,PT-38252 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-000482,FT-10492 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-000483,PSV-1922 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-000484,FCV-3359 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-000485,TT-13178 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-000486,V-33920 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-000487,PT-36510 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-000488,LT-28445 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-000489,E-12537 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-000490,E-2285 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-000491,PT-24017 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-000492,XV-20288 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-000493,FT-3246 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-000494,E-32017 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-000495,PT-25700 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-000496,COL-8395 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-000497,P-30638 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-000498,FT-29314 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-000499,K-27001 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-000500,E-3046 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-000501,PT-7276 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-000502,PSV-26174 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-000503,TT-21523 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-000504,TT-10909 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-000505,V-34841 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-000506,TT-5612 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-000507,LT-8257 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-000508,PSV-29100 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-000509,PT-3477 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-000510,P-11945 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-000511,PSV-12169 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-000512,COL-10062 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-000513,PT-27967 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-000514,PT-28634 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-000515,TT-10399 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-000516,P-36304 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-000517,PT-11376 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-000518,FT-37497 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-000519,COL-5386 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-000520,PSV-29497 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-000521,P-10051 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-000522,V-34660 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-000523,LT-16680 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-000524,COL-2790 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-000525,LT-36690 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-000526,P-30286 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-000527,XV-29086 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-000528,PSV-10329 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
