tpvId,tagNumber,propertyId,value,unitOfMeasureId,cfihosId
TPV-0000341,P-117,PROP-002,70.0,UOM-DEGC,CFIHOS-00000030
TPV-0000342,K-118,PROP-004,275.3,UOM-DEGC,CFIHOS-00000030
TPV-0000343,K-118,PROP-003,67.1,UOM-BARG,CFIHOS-00000030
TPV-0000344,P-119,PROP-009,150#,,CFIHOS-00000030
TPV-0000345,P-119,PROP-013,53.2,UOM-BARG,CFIHOS-00000030
TPV-0000346,P-119,PROP-006,1303.1,UOM-KW,CFIHOS-00000030
TPV-0000347,P-119,PROP-008,300,UOM-MM,CFIHOS-00000030
TPV-0000348,TT-120,PROP-004,61.3,UOM-DEGC,CFIHOS-00000030
TPV-0000349,TT-120,PROP-012,32.4,UOM-BARG,CFIHOS-00000030
TPV-0000350,P-121,PROP-013,18.2,UOM-BARG,CFIHOS-00000030
TPV-0000351,P-121,PROP-004,387.7,UOM-DEGC,CFIHOS-00000030
TPV-0000352,LT-122,PROP-009,600#,,CFIHOS-00000030
TPV-0000353,LT-122,PROP-001,68.7,UOM-BARG,CFIHOS-00000030
TPV-0000354,LT-122,PROP-012,58.1,UOM-BARG,CFIHOS-00000030
TPV-0000355,LT-122,PROP-013,10.7,UOM-BARG,CFIHOS-00000030
TPV-0000356,LT-123,PROP-007,Carbon Steel,,CFIHOS-00000030
TPV-0000357,LT-123,PROP-013,33.9,UOM-BARG,CFIHOS-00000030
TPV-0000358,K-124,PROP-006,2471.1,UOM-KW,CFIHOS-00000030
TPV-0000359,K-124,PROP-010,None,,CFIHOS-00000030
TPV-0000360,K-124,PROP-002,53.8,UOM-DEGC,CFIHOS-00000030
TPV-0000361,TT-125,PROP-006,857.0,UOM-KW,CFIHOS-00000030
TPV-0000362,TT-125,PROP-011,588.1,UOM-KG,CFIHOS-00000030
TPV-0000363,TT-125,PROP-012,47.9,UOM-BARG,CFIHOS-00000030
TPV-0000364,V-126,PROP-007,Duplex Stainless Steel,,CFIHOS-00000030
TPV-0000365,V-126,PROP-008,150,UOM-MM,CFIHOS-00000030
TPV-0000366,P-127,PROP-007,Carbon Steel,,CFIHOS-00000030
TPV-0000367,P-127,PROP-008,80,UOM-MM,CFIHOS-00000030
TPV-0000368,P-127,PROP-009,300#,,CFIHOS-00000030
TPV-0000369,V-128,PROP-009,900#,,CFIHOS-00000030
TPV-0000370,V-128,PROP-013,72.4,UOM-BARG,CFIHOS-00000030
TPV-0000371,V-128,PROP-010,Mineral Wool,,CFIHOS-00000030
TPV-0000372,V-128,PROP-005,639.8,UOM-M3H,CFIHOS-00000030
TPV-0000373,FCV-129,PROP-004,135.0,UOM-DEGC,CFIHOS-00000030
TPV-0000374,FCV-129,PROP-007,Stainless Steel 316,,CFIHOS-00000030
TPV-0000375,FCV-129,PROP-005,2068.0,UOM-M3H,CFIHOS-00000030
TPV-0000376,FCV-129,PROP-008,100,UOM-MM,CFIHOS-00000030
TPV-0000377,E-130,PROP-013,74.0,UOM-BARG,CFIHOS-00000030
TPV-0000378,E-130,PROP-007,Hastelloy C276,,CFIHOS-00000030
TPV-0000379,E-130,PROP-005,2044.4,UOM-M3H,CFIHOS-00000030
TPV-0000380,E-130,PROP-001,91.4,UOM-BARG,CFIHOS-00000030
TPV-0000381,COL-131,PROP-011,2392.8,UOM-KG,CFIHOS-00000030
TPV-0000382,COL-131,PROP-005,2020.4,UOM-M3H,CFIHOS-00000030
TPV-0000383,COL-131,PROP-010,Calcium Silicate,,CFIHOS-00000030
TPV-0000384,V-132,PROP-005,1751.9,UOM-M3H,CFIHOS-00000030
TPV-0000385,V-132,PROP-012,39.7,UOM-BARG,CFIHOS-00000030
TPV-0000386,V-132,PROP-006,1571.0,UOM-KW,CFIHOS-00000030
TPV-0000387,V-132,PROP-001,7.6,UOM-BARG,CFIHOS-00000030
TPV-0000388,P-133,PROP-005,2208.8,UOM-M3H,CFIHOS-00000030
TPV-0000389,P-133,PROP-010,Mineral Wool,,CFIHOS-00000030
TPV-0000390,P-133,PROP-012,62.8,UOM-BARG,CFIHOS-00000030
TPV-0000391,P-133,PROP-009,300#,,CFIHOS-00000030
TPV-0000392,LT-134,PROP-001,88.2,UOM-BARG,CFIHOS-00000030
TPV-0000393,LT-134,PROP-013,5.3,UOM-BARG,CFIHOS-00000030
TPV-0000394,LT-134,PROP-010,Personnel Protection,,CFIHOS-00000030
TPV-0000395,PT-135,PROP-007,Duplex Stainless Steel,,CFIHOS-00000030
TPV-0000396,PT-135,PROP-004,0.9,UOM-DEGC,CFIHOS-00000030
TPV-0000397,PT-136,PROP-006,405.4,UOM-KW,CFIHOS-00000030
TPV-0000398,PT-136,PROP-013,64.0,UOM-BARG,CFIHOS-00000030
TPV-0000399,PT-136,PROP-001,33.4,UOM-BARG,CFIHOS-00000030
TPV-0000400,PT-136,PROP-012,57.2,UOM-BARG,CFIHOS-00000030
TPV-0000401,XV-137,PROP-005,1427.1,UOM-M3H,CFIHOS-00000030
TPV-0000402,XV-137,PROP-010,None,,CFIHOS-00000030
TPV-0000403,XV-137,PROP-003,118.2,UOM-BARG,CFIHOS-00000030
TPV-0000404,XV-137,PROP-007,Hastelloy C276,,CFIHOS-00000030
TPV-0000405,LT-138,PROP-001,18.1,UOM-BARG,CFIHOS-00000030
TPV-0000406,LT-138,PROP-011,10812.9,UOM-KG,CFIHOS-00000030
TPV-0000407,LT-138,PROP-005,1091.4,UOM-M3H,CFIHOS-00000030
TPV-0000408,LT-138,PROP-009,300#,,CFIHOS-00000030
TPV-0000409,P-139,PROP-007,Duplex Stainless Steel,,CFIHOS-00000030
TPV-0000410,P-139,PROP-009,150#,,CFIHOS-00000030
TPV-0000411,P-139,PROP-011,649.4,UOM-KG,CFIHOS-00000030
TPV-0000412,COL-140,PROP-010,Personnel Protection,,CFIHOS-00000030
TPV-0000413,COL-140,PROP-006,693.0,UOM-KW,CFIHOS-00000030
TPV-0000414,COL-140,PROP-012,3.4,UOM-BARG,CFIHOS-00000030
TPV-0000415,LT-141,PROP-005,1544.5,UOM-M3H,CFIHOS-00000030
TPV-0000416,LT-141,PROP-013,14.4,UOM-BARG,CFIHOS-00000030
TPV-0000417,LT-141,PROP-008,80,UOM-MM,CFIHOS-00000030
TPV-0000418,LT-141,PROP-003,149.8,UOM-BARG,CFIHOS-00000030
TPV-0000419,XV-142,PROP-006,1925.5,UOM-KW,CFIHOS-00000030
TPV-0000420,XV-142,PROP-005,1589.8,UOM-M3H,CFIHOS-00000030
TPV-0000421,XV-142,PROP-009,900#,,CFIHOS-00000030
TPV-0000422,LT-143,PROP-002,71.3,UOM-DEGC,CFIHOS-00000030
TPV-0000423,LT-143,PROP-006,1881.8,UOM-KW,CFIHOS-00000030
TPV-0000424,LT-143,PROP-007,Carbon Steel,,CFIHOS-00000030
TPV-0000425,K-144,PROP-002,72.9,UOM-DEGC,CFIHOS-00000030
TPV-0000426,K-144,PROP-006,2470.5,UOM-KW,CFIHOS-00000030
TPV-0000427,E-145,PROP-008,25,UOM-MM,CFIHOS-00000030
TPV-0000428,E-145,PROP-005,2107.4,UOM-M3H,CFIHOS-00000030
TPV-0000429,TT-146,PROP-006,1348.4,UOM-KW,CFIHOS-00000030
TPV-0000430,TT-146,PROP-005,2342.0,UOM-M3H,CFIHOS-00000030
TPV-0000431,TT-146,PROP-013,89.8,UOM-BARG,CFIHOS-00000030
TPV-0000432,TT-146,PROP-012,70.3,UOM-BARG,CFIHOS-00000030
TPV-0000433,LT-147,PROP-004,380.3,UOM-DEGC,CFIHOS-00000030
TPV-0000434,LT-147,PROP-006,441.7,UOM-KW,CFIHOS-00000030
TPV-0000435,LT-147,PROP-003,55.6,UOM-BARG,CFIHOS-00000030
TPV-0000436,LT-147,PROP-008,100,UOM-MM,CFIHOS-00000030
TPV-0000437,PT-148,PROP-007,Hastelloy C276,,CFIHOS-00000030
TPV-0000438,PT-148,PROP-004,138.7,UOM-DEGC,CFIHOS-00000030
TPV-0000439,PSV-149,PROP-012,87.0,UOM-BARG,CFIHOS-00000030
TPV-0000440,PSV-149,PROP-010,Mineral Wool,,CFIHOS-00000030
TPV-0000441,FCV-150,PROP-004,270.5,UOM-DEGC,CFIHOS-00000030
TPV-0000442,FCV-150,PROP-012,86.1,UOM-BARG,CFIHOS-00000030
TPV-0000443,FCV-150,PROP-011,11431.0,UOM-KG,CFIHOS-00000030
TPV-0000444,LT-151,PROP-010,Personnel Protection,,CFIHOS-00000030
TPV-0000445,LT-151,PROP-012,4.5,UOM-BARG,CFIHOS-00000030
TPV-0000446,LT-151,PROP-008,80,UOM-MM,CFIHOS-00000030
TPV-0000447,FT-152,PROP-012,19.9,UOM-BARG,CFIHOS-00000030
TPV-0000448,FT-152,PROP-001,104.7,UOM-BARG,CFIHOS-00000030
TPV-0000449,FT-152,PROP-005,1514.7,UOM-M3H,CFIHOS-00000030
TPV-0000450,FT-152,PROP-007,Carbon Steel,,CFIHOS-00000030
TPV-0000451,LT-153,PROP-009,900#,,CFIHOS-00000030
TPV-0000452,LT-153,PROP-011,8355.0,UOM-KG,CFIHOS-00000030
TPV-0000453,LT-153,PROP-002,314.6,UOM-DEGC,CFIHOS-00000030
TPV-0000454,LT-153,PROP-007,Stainless Steel 316,,CFIHOS-00000030
TPV-0000455,FT-154,PROP-004,150.8,UOM-DEGC,CFIHOS-00000030
TPV-0000456,FT-154,PROP-002,19.8,UOM-DEGC,CFIHOS-00000030
TPV-0000457,P-155,PROP-003,124.7,UOM-BARG,CFIHOS-00000030
TPV-0000458,P-155,PROP-002,46.4,UOM-DEGC,CFIHOS-00000030
TPV-0000459,XV-156,PROP-005,750.5,UOM-M3H,CFIHOS-00000030
TPV-0000460,XV-156,PROP-010,Mineral Wool,,CFIHOS-00000030
TPV-0000461,XV-156,PROP-013,81.1,UOM-BARG,CFIHOS-00000030
TPV-0000462,XV-156,PROP-011,6153.9,UOM-KG,CFIHOS-00000030
TPV-0000463,FCV-157,PROP-003,43.8,UOM-BARG,CFIHOS-00000030
TPV-0000464,FCV-157,PROP-006,1324.9,UOM-KW,CFIHOS-00000030
TPV-0000465,COL-158,PROP-013,83.4,UOM-BARG,CFIHOS-00000030
TPV-0000466,COL-158,PROP-008,100,UOM-MM,CFIHOS-00000030
TPV-0000467,COL-158,PROP-011,6431.2,UOM-KG,CFIHOS-00000030
TPV-0000468,COL-158,PROP-007,Duplex Stainless Steel,,CFIHOS-00000030
TPV-0000469,LT-159,PROP-009,150#,,CFIHOS-00000030
TPV-0000470,LT-159,PROP-011,7420.3,UOM-KG,CFIHOS-00000030
TPV-0000471,LT-159,PROP-004,101.7,UOM-DEGC,CFIHOS-00000030
TPV-0000472,LT-160,PROP-003,108.5,UOM-BARG,CFIHOS-00000030
TPV-0000473,LT-160,PROP-010,None,,CFIHOS-00000030
TPV-0000474,LT-160,PROP-008,400,UOM-MM,CFIHOS-00000030
TPV-0000475,LT-160,PROP-009,150#,,CFIHOS-00000030
TPV-0000476,PT-161,PROP-003,40.0,UOM-BARG,CFIHOS-00000030
TPV-0000477,PT-161,PROP-007,Carbon Steel,,CFIHOS-00000030
TPV-0000478,PT-161,PROP-004,237.7,UOM-DEGC,CFIHOS-00000030
TPV-0000479,PT-161,PROP-012,54.3,UOM-BARG,CFIHOS-00000030
TPV-0000480,XV-162,PROP-001,6.2,UOM-BARG,CFIHOS-00000030
TPV-0000481,XV-162,PROP-007,Stainless Steel 316,,CFIHOS-00000030
TPV-0000482,XV-162,PROP-013,97.4,UOM-BARG,CFIHOS-00000030
TPV-0000483,XV-162,PROP-012,63.8,UOM-BARG,CFIHOS-00000030
TPV-0000484,K-163,PROP-007,Hastelloy C276,,CFIHOS-00000030
TPV-0000485,K-163,PROP-005,526.0,UOM-M3H,CFIHOS-00000030
TPV-0000486,K-163,PROP-009,150#,,CFIHOS-00000030
TPV-0000487,K-163,PROP-001,115.4,UOM-BARG,CFIHOS-00000030
TPV-0000488,FCV-164,PROP-009,600#,,CFIHOS-00000030
TPV-0000489,FCV-164,PROP-010,Calcium Silicate,,CFIHOS-00000030
TPV-0000490,FCV-164,PROP-003,64.4,UOM-BARG,CFIHOS-00000030
TPV-0000491,V-165,PROP-010,Calcium Silicate,,CFIHOS-00000030
TPV-0000492,V-165,PROP-013,73.1,UOM-BARG,CFIHOS-00000030
TPV-0000493,TT-166,PROP-013,98.8,UOM-BARG,CFIHOS-00000030
TPV-0000494,TT-166,PROP-011,11664.1,UOM-KG,CFIHOS-00000030
TPV-0000495,TT-166,PROP-007,Stainless Steel 316,,CFIHOS-00000030
TPV-0000496,P-167,PROP-005,1544.5,UOM-M3H,CFIHOS-00000030
TPV-0000497,P-167,PROP-003,149.9,UOM-BARG,CFIHOS-00000030
TPV-0000498,E-168,PROP-008,300,UOM-MM,CFIHOS-00000030
TPV-0000499,E-168,PROP-009,150#,,CFIHOS-00000030
TPV-0000500,E-168,PROP-004,222.1,UOM-DEGC,CFIHOS-00000030
TPV-0000501,E-168,PROP-011,2192.5,UOM-KG,CFIHOS-00000030
TPV-0000502,FCV-169,PROP-007,Hastelloy C276,,CFIHOS-00000030
TPV-0000503,FCV-169,PROP-005,939.5,UOM-M3H,CFIHOS-00000030
TPV-0000504,FCV-169,PROP-013,23.5,UOM-BARG,CFIHOS-00000030
TPV-0000505,P-170,PROP-005,1433.7,UOM-M3H,CFIHOS-00000030
TPV-0000506,P-170,PROP-009,300#,,CFIHOS-00000030
TPV-0000507,P-170,PROP-004,58.1,UOM-DEGC,CFIHOS-00000030
TPV-0000508,COL-171,PROP-005,327.9,UOM-M3H,CFIHOS-00000030
TPV-0000509,COL-171,PROP-001,4.2,UOM-BARG,CFIHOS-00000030
TPV-0000510,COL-171,PROP-004,66.5,UOM-DEGC,CFIHOS-00000030
TPV-0000511,COL-171,PROP-013,46.9,UOM-BARG,CFIHOS-00000030
TPV-0000512,E-172,PROP-002,39.5,UOM-DEGC,CFIHOS-00000030
TPV-0000513,E-172,PROP-009,300#,,CFIHOS-00000030
TPV-0000514,E-172,PROP-007,Stainless Steel 316,,CFIHOS-00000030
TPV-0000515,FT-173,PROP-001,113.1,UOM-BARG,CFIHOS-00000030
TPV-0000516,FT-173,PROP-009,150#,,CFIHOS-00000030
TPV-0000517,FT-173,PROP-008,80,UOM-MM,CFIHOS-00000030
TPV-0000518,FT-173,PROP-005,2344.2,UOM-M3H,CFIHOS-00000030
TPV-0000519,V-174,PROP-004,152.5,UOM-DEGC,CFIHOS-00000030
TPV-0000520,V-174,PROP-013,59.3,UOM-BARG,CFIHOS-00000030
TPV-0000521,V-174,PROP-003,22.3,UOM-BARG,CFIHOS-00000030
TPV-0000522,K-175,PROP-010,Mineral Wool,,CFIHOS-00000030
TPV-0000523,K-175,PROP-012,62.1,UOM-BARG,CFIHOS-00000030
TPV-0000524,P-176,PROP-001,129.4,UOM-BARG,CFIHOS-00000030
TPV-0000525,P-176,PROP-013,7.5,UOM-BARG,CFIHOS-00000030
TPV-0000526,P-177,PROP-006,940.2,UOM-KW,CFIHOS-00000030
TPV-0000527,P-177,PROP-008,300,UOM-MM,CFIHOS-00000030
TPV-0000528,XV-178,PROP-004,341.5,UOM-DEGC,CFIHOS-00000030
TPV-0000529,XV-178,PROP-005,331.2,UOM-M3H,CFIHOS-00000030
TPV-0000530,FT-179,PROP-003,16.3,UOM-BARG,CFIHOS-00000030
TPV-0000531,FT-179,PROP-010,None,,CFIHOS-00000030
TPV-0000532,FT-179,PROP-005,2382.9,UOM-M3H,CFIHOS-00000030
TPV-0000533,P-180,PROP-011,9334.4,UOM-KG,CFIHOS-00000030
TPV-0000534,P-180,PROP-010,Mineral Wool,,CFIHOS-00000030
TPV-0000535,P-180,PROP-007,Carbon Steel,,CFIHOS-00000030
TPV-0000536,P-180,PROP-003,64.8,UOM-BARG,CFIHOS-00000030
TPV-0000537,PT-181,PROP-003,34.1,UOM-BARG,CFIHOS-00000030
TPV-0000538,PT-181,PROP-012,78.2,UOM-BARG,CFIHOS-00000030
TPV-0000539,V-182,PROP-005,1652.9,UOM-M3H,CFIHOS-00000030
TPV-0000540,V-182,PROP-013,27.6,UOM-BARG,CFIHOS-00000030
TPV-0000541,V-183,PROP-010,Personnel Protection,,CFIHOS-00000030
TPV-0000542,V-183,PROP-004,-1.8,UOM-DEGC,CFIHOS-00000030
TPV-0000543,K-184,PROP-008,400,UOM-MM,CFIHOS-00000030
TPV-0000544,K-184,PROP-013,91.5,UOM-BARG,CFIHOS-00000030
TPV-0000545,K-184,PROP-011,363.8,UOM-KG,CFIHOS-00000030
TPV-0000546,PSV-185,PROP-004,392.6,UOM-DEGC,CFIHOS-00000030
TPV-0000547,PSV-185,PROP-002,416.0,UOM-DEGC,CFIHOS-00000030
TPV-0000548,V-186,PROP-005,1180.3,UOM-M3H,CFIHOS-00000030
TPV-0000549,V-186,PROP-004,428.0,UOM-DEGC,CFIHOS-00000030
TPV-0000550,V-186,PROP-012,67.3,UOM-BARG,CFIHOS-00000030
TPV-0000551,XV-187,PROP-003,48.0,UOM-BARG,CFIHOS-00000030
TPV-0000552,XV-187,PROP-008,100,UOM-MM,CFIHOS-00000030
TPV-0000553,PSV-188,PROP-011,1485.7,UOM-KG,CFIHOS-00000030
TPV-0000554,PSV-188,PROP-012,71.3,UOM-BARG,CFIHOS-00000030
TPV-0000555,PSV-188,PROP-013,39.8,UOM-BARG,CFIHOS-00000030
TPV-0000556,P-189,PROP-009,600#,,CFIHOS-00000030
TPV-0000557,P-189,PROP-001,100.1,UOM-BARG,CFIHOS-00000030
TPV-0000558,P-189,PROP-007,Hastelloy C276,,CFIHOS-00000030
TPV-0000559,PT-190,PROP-004,139.9,UOM-DEGC,CFIHOS-00000030
TPV-0000560,PT-190,PROP-012,87.9,UOM-BARG,CFIHOS-00000030
TPV-0000561,XV-191,PROP-013,47.3,UOM-BARG,CFIHOS-00000030
TPV-0000562,XV-191,PROP-007,Carbon Steel,,CFIHOS-00000030
TPV-0000563,XV-191,PROP-012,28.2,UOM-BARG,CFIHOS-00000030
TPV-0000564,XV-192,PROP-008,50,UOM-MM,CFIHOS-00000030
TPV-0000565,XV-192,PROP-010,Personnel Protection,,CFIHOS-00000030
TPV-0000566,XV-192,PROP-002,368.4,UOM-DEGC,CFIHOS-00000030
TPV-0000567,XV-192,PROP-011,10612.9,UOM-KG,CFIHOS-00000030
TPV-0000568,K-193,PROP-001,97.5,UOM-BARG,CFIHOS-00000030
TPV-0000569,K-193,PROP-009,150#,,CFIHOS-00000030
TPV-0000570,K-193,PROP-010,Calcium Silicate,,CFIHOS-00000030
TPV-0000571,PSV-194,PROP-003,40.2,UOM-BARG,CFIHOS-00000030
TPV-0000572,PSV-194,PROP-011,9475.5,UOM-KG,CFIHOS-00000030
TPV-0000573,PSV-194,PROP-001,75.8,UOM-BARG,CFIHOS-00000030
TPV-0000574,PSV-194,PROP-012,66.7,UOM-BARG,CFIHOS-00000030
TPV-0000575,COL-195,PROP-005,1145.2,UOM-M3H,CFIHOS-00000030
TPV-0000576,COL-195,PROP-008,25,UOM-MM,CFIHOS-00000030
TPV-0000577,COL-195,PROP-010,Mineral Wool,,CFIHOS-00000030
TPV-0000578,COL-195,PROP-013,13.4,UOM-BARG,CFIHOS-00000030
TPV-0000579,XV-196,PROP-005,819.0,UOM-M3H,CFIHOS-00000030
TPV-0000580,XV-196,PROP-007,Carbon Steel,,CFIHOS-00000030
TPV-0000581,XV-196,PROP-001,33.8,UOM-BARG,CFIHOS-00000030
TPV-0000582,TT-197,PROP-011,2955.8,UOM-KG,CFIHOS-00000030
TPV-0000583,TT-197,PROP-003,126.0,UOM-BARG,CFIHOS-00000030
TPV-0000584,V-198,PROP-006,1417.1,UOM-KW,CFIHOS-00000030
TPV-0000585,V-198,PROP-011,872.0,UOM-KG,CFIHOS-00000030
TPV-0000586,V-198,PROP-010,Calcium Silicate,,CFIHOS-00000030
TPV-0000587,V-198,PROP-005,1132.1,UOM-M3H,CFIHOS-00000030
TPV-0000588,LT-199,PROP-011,9422.5,UOM-KG,CFIHOS-00000030
TPV-0000589,LT-199,PROP-009,300#,,CFIHOS-00000030
TPV-0000590,E-200,PROP-002,443.1,UOM-DEGC,CFIHOS-00000030
TPV-0000591,E-200,PROP-011,7999.8,UOM-KG,CFIHOS-00000030
TPV-0000592,E-200,PROP-005,284.1,UOM-M3H,CFIHOS-00000030
TPV-0000593,PT-201,PROP-010,None,,CFIHOS-00000030
TPV-0000594,PT-201,PROP-007,Carbon Steel,,CFIHOS-00000030
TPV-0000595,PT-201,PROP-009,300#,,CFIHOS-00000030
TPV-0000596,FCV-202,PROP-011,1820.8,UOM-KG,CFIHOS-00000030
TPV-0000597,FCV-202,PROP-010,Mineral Wool,,CFIHOS-00000030
TPV-0000598,FCV-202,PROP-002,-0.7,UOM-DEGC,CFIHOS-00000030
TPV-0000599,FCV-202,PROP-006,1919.2,UOM-KW,CFIHOS-00000030
TPV-0000600,P-203,PROP-008,25,UOM-MM,CFIHOS-00000030
TPV-0000601,P-203,PROP-004,273.9,UOM-DEGC,CFIHOS-00000030
TPV-0000602,P-204,PROP-009,900#,,CFIHOS-00000030
TPV-0000603,P-204,PROP-002,78.1,UOM-DEGC,CFIHOS-00000030
TPV-0000604,P-204,PROP-012,44.2,UOM-BARG,CFIHOS-00000030
TPV-0000605,COL-205,PROP-013,23.7,UOM-BARG,CFIHOS-00000030
TPV-0000606,COL-205,PROP-009,300#,,CFIHOS-00000030
TPV-0000607,COL-205,PROP-011,686.8,UOM-KG,CFIHOS-00000030
TPV-0000608,COL-205,PROP-003,137.8,UOM-BARG,CFIHOS-00000030
TPV-0000609,FCV-206,PROP-007,Carbon Steel,,CFIHOS-00000030
TPV-0000610,FCV-206,PROP-013,13.6,UOM-BARG,CFIHOS-00000030
TPV-0000611,FCV-206,PROP-003,22.5,UOM-BARG,CFIHOS-00000030
TPV-0000612,FCV-206,PROP-012,67.2,UOM-BARG,CFIHOS-00000030
TPV-0000613,COL-207,PROP-007,Duplex Stainless Steel,,CFIHOS-00000030
TPV-0000614,COL-207,PROP-003,141.3,UOM-BARG,CFIHOS-00000030
TPV-0000615,COL-207,PROP-001,139.7,UOM-BARG,CFIHOS-00000030
TPV-0000616,COL-207,PROP-013,43.9,UOM-BARG,CFIHOS-00000030
TPV-0000617,K-208,PROP-005,1393.2,UOM-M3H,CFIHOS-00000030
TPV-0000618,K-208,PROP-008,600,UOM-MM,CFIHOS-00000030
TPV-0000619,LT-209,PROP-011,5072.0,UOM-KG,CFIHOS-00000030
TPV-0000620,LT-209,PROP-013,2.2,UOM-BARG,CFIHOS-00000030
TPV-0000621,LT-209,PROP-005,2432.9,UOM-M3H,CFIHOS-00000030
TPV-0000622,XV-210,PROP-006,67.6,UOM-KW,CFIHOS-00000030
TPV-0000623,XV-210,PROP-008,200,UOM-MM,CFIHOS-00000030
TPV-0000624,XV-210,PROP-001,33.4,UOM-BARG,CFIHOS-00000030
TPV-0000625,XV-210,PROP-010,None,,CFIHOS-00000030
TPV-0000626,FT-211,PROP-004,23.4,UOM-DEGC,CFIHOS-00000030
TPV-0000627,FT-211,PROP-011,1914.5,UOM-KG,CFIHOS-00000030
TPV-0000628,FT-211,PROP-008,300,UOM-MM,CFIHOS-00000030
TPV-0000629,FT-211,PROP-007,Hastelloy C276,,CFIHOS-00000030
TPV-0000630,E-212,PROP-013,28.6,UOM-BARG,CFIHOS-00000030
TPV-0000631,E-212,PROP-008,200,UOM-MM,CFIHOS-00000030
TPV-0000632,FT-213,PROP-010,Mineral Wool,,CFIHOS-00000030
TPV-0000633,FT-213,PROP-011,9241.1,UOM-KG,CFIHOS-00000030
TPV-0000634,V-214,PROP-009,300#,,CFIHOS-00000030
TPV-0000635,V-214,PROP-011,9916.6,UOM-KG,CFIHOS-00000030
TPV-0000636,V-214,PROP-004,152.7,UOM-DEGC,CFIHOS-00000030
TPV-0000637,V-214,PROP-006,2077.5,UOM-KW,CFIHOS-00000030
TPV-0000638,PT-215,PROP-010,Personnel Protection,,CFIHOS-00000030
TPV-0000639,PT-215,PROP-001,98.8,UOM-BARG,CFIHOS-00000030
TPV-0000640,PT-215,PROP-011,2576.9,UOM-KG,CFIHOS-00000030
TPV-0000641,COL-216,PROP-010,None,,CFIHOS-00000030
TPV-0000642,COL-216,PROP-009,600#,,CFIHOS-00000030
TPV-0000643,PT-217,PROP-001,133.7,UOM-BARG,CFIHOS-00000030
TPV-0000644,PT-217,PROP-013,63.5,UOM-BARG,CFIHOS-00000030
TPV-0000645,PT-217,PROP-003,87.5,UOM-BARG,CFIHOS-00000030
TPV-0000646,PT-218,PROP-008,600,UOM-MM,CFIHOS-00000030
TPV-0000647,PT-218,PROP-009,900#,,CFIHOS-00000030
TPV-0000648,PT-218,PROP-013,25.1,UOM-BARG,CFIHOS-00000030
TPV-0000649,PT-218,PROP-006,1114.5,UOM-KW,CFIHOS-00000030
TPV-0000650,COL-219,PROP-007,Hastelloy C276,,CFIHOS-00000030
TPV-0000651,COL-219,PROP-008,80,UOM-MM,CFIHOS-00000030
TPV-0000652,COL-219,PROP-010,Calcium Silicate,,CFIHOS-00000030
TPV-0000653,COL-219,PROP-004,148.9,UOM-DEGC,CFIHOS-00000030
TPV-0000654,E-220,PROP-007,Hastelloy C276,,CFIHOS-00000030
TPV-0000655,E-220,PROP-012,5.4,UOM-BARG,CFIHOS-00000030
TPV-0000656,E-220,PROP-013,78.5,UOM-BARG,CFIHOS-00000030
TPV-0000657,FT-221,PROP-009,150#,,CFIHOS-00000030
TPV-0000658,FT-221,PROP-006,2232.1,UOM-KW,CFIHOS-00000030
TPV-0000659,FT-221,PROP-003,93.5,UOM-BARG,CFIHOS-00000030
TPV-0000660,TT-222,PROP-003,35.0,UOM-BARG,CFIHOS-00000030
TPV-0000661,TT-222,PROP-012,72.7,UOM-BARG,CFIHOS-00000030
TPV-0000662,P-223,PROP-005,685.6,UOM-M3H,CFIHOS-00000030
TPV-0000663,P-223,PROP-004,419.3,UOM-DEGC,CFIHOS-00000030
TPV-0000664,P-223,PROP-009,600#,,CFIHOS-00000030
TPV-0000665,P-223,PROP-003,96.8,UOM-BARG,CFIHOS-00000030
TPV-0000666,TT-224,PROP-013,17.1,UOM-BARG,CFIHOS-00000030
TPV-0000667,TT-224,PROP-001,105.6,UOM-BARG,CFIHOS-00000030
TPV-0000668,TT-224,PROP-010,Mineral Wool,,CFIHOS-00000030
TPV-0000669,TT-225,PROP-013,25.0,UOM-BARG,CFIHOS-00000030
TPV-0000670,TT-225,PROP-005,1226.0,UOM-M3H,CFIHOS-00000030
TPV-0000671,TT-225,PROP-001,34.7,UOM-BARG,CFIHOS-00000030
TPV-0000672,TT-226,PROP-004,393.3,UOM-DEGC,CFIHOS-00000030
TPV-0000673,TT-226,PROP-002,328.6,UOM-DEGC,CFIHOS-00000030
TPV-0000674,TT-226,PROP-006,1815.8,UOM-KW,CFIHOS-00000030
TPV-0000675,PSV-227,PROP-002,397.2,UOM-DEGC,CFIHOS-00000030
TPV-0000676,PSV-227,PROP-012,97.5,UOM-BARG,CFIHOS-00000030
TPV-0000677,XV-228,PROP-004,206.2,UOM-DEGC,CFIHOS-00000030
TPV-0000678,XV-228,PROP-005,1399.7,UOM-M3H,CFIHOS-00000030
TPV-0000679,XV-228,PROP-009,300#,,CFIHOS-00000030
TPV-0000680,XV-228,PROP-003,75.4,UOM-BARG,CFIHOS-00000030
TPV-0000681,XV-229,PROP-007,Duplex Stainless Steel,,CFIHOS-00000030
TPV-0000682,XV-229,PROP-009,900#,,CFIHOS-00000030
TPV-0000683,XV-229,PROP-005,1277.5,UOM-M3H,CFIHOS-00000030
TPV-0000684,XV-229,PROP-004,446.2,UOM-DEGC,CFIHOS-00000030
