partNumber,partDescription,recommendedQuantity,criticality,cfihosId
SP-000355,Spare for COL-23778: O-Ring Kit,1,Low,CFIHOS-00000200
SP-000356,Spare for FCV-22665: O-Ring Kit,3,High,CFIHOS-00000200
SP-000357,Spare for FCV-22665: Sensor Element,3,Medium,CFIHOS-00000200
SP-000358,Spare for FT-30365: Seal Kit,3,Medium,CFIHOS-00000200
SP-000359,Spare for LT-32181: O-Ring Kit,3,Low,CFIHOS-00000200
SP-000360,Spare for V-12781: Bearing Assembly,1,Low,CFIHOS-00000200
SP-000361,Spare for V-12781: Bearing Assembly,1,High,CFIHOS-00000200
SP-000362,Spare for FCV-2752: O-Ring Kit,4,Medium,CFIHOS-00000200
SP-000363,Spare for FCV-2752: Diaphragm,3,Medium,CFIHOS-00000200
SP-000364,Spare for PSV-2369: Seal Kit,4,Medium,CFIHOS-00000200
SP-000365,Spare for PSV-2369: Diaphragm,4,High,CFIHOS-00000200
SP-000366,Spare for LT-13928: Gasket Set,2,Medium,CFIHOS-00000200
SP-000367,Spare for P-34176: Diaphragm,3,Low,CFIHOS-00000200
SP-000368,Spare for P-34176: Sensor Element,3,High,CFIHOS-00000200
SP-000369,Spare for PT-17167: Bearing Assembly,1,Low,CFIHOS-00000200
SP-000370,Spare for FCV-21098: Seal Kit,1,Low,CFIHOS-00000200
SP-000371,Spare for E-13409: Gasket Set,3,High,CFIHOS-00000200
SP-000372,Spare for TT-12003: O-Ring Kit,1,Low,CFIHOS-00000200
SP-000373,Spare for TT-12003: Diaphragm,4,Medium,CFIHOS-00000200
SP-000374,Spare for TT-7563: O-Ring Kit,2,Medium,CFIHOS-00000200
SP-000375,Spare for P-37836: Gasket Set,3,Medium,CFIHOS-00000200
SP-000376,Spare for P-37836: Sensor Element,4,Medium,CFIHOS-00000200
SP-000377,Spare for P-12987: Sensor Element,1,Medium,CFIHOS-00000200
SP-000378,Spare for P-12987: O-Ring Kit,2,Low,CFIHOS-00000200
SP-000379,Spare for TT-35318: Sensor Element,1,Medium,CFIHOS-00000200
SP-000380,Spare for FCV-7663: Bearing Assembly,3,High,CFIHOS-00000200
SP-000381,Spare for PSV-11344: Seal Kit,2,Medium,CFIHOS-00000200
SP-000382,Spare for PT-4298: Sensor Element,3,Low,CFIHOS-00000200
SP-000383,Spare for FCV-3397: Bearing Assembly,1,Medium,CFIHOS-00000200
SP-000384,Spare for FCV-3397: Seal Kit,2,Low,CFIHOS-00000200
SP-000385,Spare for E-21268: Seal Kit,2,Medium,CFIHOS-00000200
SP-000386,Spare for E-21268: Sensor Element,2,Low,CFIHOS-00000200
SP-000387,Spare for TT-8319: Seal Kit,2,Medium,CFIHOS-00000200
SP-000388,Spare for TT-8319: Bearing Assembly,1,High,CFIHOS-00000200
SP-000389,Spare for COL-6548: O-Ring Kit,1,Low,CFIHOS-00000200
SP-000390,Spare for PSV-31795: Gasket Set,3,Medium,CFIHOS-00000200
SP-000391,Spare for E-14888: Seal Kit,4,Low,CFIHOS-00000200
SP-000392,Spare for E-14888: Bearing Assembly,3,Low,CFIHOS-00000200
SP-000393,Spare for FCV-26929: Seal Kit,1,Low,CFIHOS-00000200
SP-000394,Spare for FCV-26929: Sensor Element,3,Low,CFIHOS-00000200
SP-000395,Spare for TT-18423: Sensor Element,3,High,CFIHOS-00000200
SP-000396,Spare for TT-18423: Gasket Set,2,High,CFIHOS-00000200
SP-000397,Spare for P-37142: O-Ring Kit,2,High,CFIHOS-00000200
SP-000398,Spare for LT-16510: Diaphragm,3,Low,CFIHOS-00000200
SP-000399,Spare for FT-1421: Seal Kit,3,Medium,CFIHOS-00000200
SP-000400,Spare for LT-22779: Sensor Element,3,High,CFIHOS-00000200
SP-000401,Spare for PT-38500: Sensor Element,1,Low,CFIHOS-00000200
SP-000402,Spare for TT-33947: O-Ring Kit,3,Medium,CFIHOS-00000200
SP-000403,Spare for TT-33947: Diaphragm,4,Medium,CFIHOS-00000200
SP-000404,Spare for XV-15656: Gasket Set,3,High,CFIHOS-00000200
SP-000405,Spare for P-35504: Bearing Assembly,4,Medium,CFIHOS-00000200
SP-000406,Spare for P-35504: Sensor Element,3,Low,CFIHOS-00000200
SP-000407,Spare for PSV-38539: O-Ring Kit,2,Medium,CFIHOS-00000200
SP-000408,Spare for PSV-38539: Seal Kit,1,Medium,CFIHOS-00000200
SP-000409,Spare for P-13105: Diaphragm,2,Low,CFIHOS-00000200
SP-000410,Spare for PT-1043: Gasket Set,3,Low,CFIHOS-00000200
SP-000411,Spare for PSV-12007: Seal Kit,3,Medium,CFIHOS-00000200
SP-000412,Spare for LT-18113: Gasket Set,1,Medium,CFIHOS-00000200
SP-000413,Spare for PT-32877: Diaphragm,2,Low,CFIHOS-00000200
SP-000414,Spare for PT-32877: O-Ring Kit,1,Medium,CFIHOS-00000200
SP-000415,Spare for K-8717: Seal Kit,4,Medium,CFIHOS-00000200
SP-000416,Spare for COL-25936: Seal Kit,4,High,CFIHOS-00000200
SP-000417,Spare for COL-25936: Seal Kit,4,Low,CFIHOS-00000200
SP-000418,Spare for P-14700: Gasket Set,3,Medium,CFIHOS-00000200
SP-000419,Spare for PSV-32238: Seal Kit,3,Medium,CFIHOS-00000200
SP-000420,Spare for PSV-32238: Bearing Assembly,3,High,CFIHOS-00000200
SP-000421,Spare for P-33316: Diaphragm,1,Medium,CFIHOS-00000200
SP-000422,Spare for P-33316: Sensor Element,1,Medium,CFIHOS-00000200
SP-000423,Spare for LT-15179: Bearing Assembly,1,Medium,CFIHOS-00000200
SP-000424,Spare for LT-15179: Gasket Set,1,High,CFIHOS-00000200
SP-000425,Spare for FCV-32807: Diaphragm,4,Low,CFIHOS-00000200
SP-000426,Spare for FCV-32807: Sensor Element,2,Low,CFIHOS-00000200
SP-000427,Spare for FCV-35351: Gasket Set,3,Low,CFIHOS-00000200
SP-000428,Spare for V-9241: Sensor Element,1,Medium,CFIHOS-00000200
SP-000429,Spare for FT-781: Bearing Assembly,2,Medium,CFIHOS-00000200
SP-000430,Spare for XV-32883: Bearing Assembly,1,Low,CFIHOS-00000200
SP-000431,Spare for FCV-10101: Bearing Assembly,2,Medium,CFIHOS-00000200
SP-000432,Spare for FCV-10101: Gasket Set,3,Low,CFIHOS-00000200
SP-000433,Spare for XV-26168: Diaphragm,4,Medium,CFIHOS-00000200
SP-000434,Spare for FCV-28583: Gasket Set,3,Low,CFIHOS-00000200
SP-000435,Spare for PSV-12097: O-Ring Kit,4,Medium,CFIHOS-00000200
SP-000436,Spare for PSV-12097: O-Ring Kit,2,Medium,CFIHOS-00000200
SP-000437,Spare for TT-8113: Sensor Element,4,Low,CFIHOS-00000200
SP-000438,Spare for TT-8113: Seal Kit,2,High,CFIHOS-00000200
SP-000439,Spare for FCV-5764: Gasket Set,2,Medium,CFIHOS-00000200
SP-000440,Spare for FCV-5764: Seal Kit,4,High,CFIHOS-00000200
SP-000441,Spare for P-35863: Diaphragm,2,Medium,CFIHOS-00000200
SP-000442,Spare for P-26238: Diaphragm,3,Low,CFIHOS-00000200
SP-000443,Spare for P-26238: Seal Kit,4,High,CFIHOS-00000200
SP-000444,Spare for PT-11843: Bearing Assembly,2,Low,CFIHOS-00000200
SP-000445,Spare for V-13682: O-Ring Kit,1,High,CFIHOS-00000200
SP-000446,Spare for V-22375: Sensor Element,3,High,CFIHOS-00000200
SP-000447,Spare for COL-29248: O-Ring Kit,3,Low,CFIHOS-00000200
SP-000448,Spare for COL-29248: Seal Kit,4,High,CFIHOS-00000200
SP-000449,Spare for K-14868: Gasket Set,1,Medium,CFIHOS-00000200
SP-000450,Spare for K-14868: Bearing Assembly,2,Medium,CFIHOS-00000200
SP-000451,Spare for XV-30463: Sensor Element,3,High,CFIHOS-00000200
SP-000452,Spare for XV-30463: Sensor Element,3,High,CFIHOS-00000200
SP-000453,Spare for PT-11028: Sensor Element,1,Medium,CFIHOS-00000200
SP-000454,Spare for PT-11028: Sensor Element,3,Medium,CFIHOS-00000200
SP-000455,Spare for TT-23539: Bearing Assembly,2,Low,CFIHOS-00000200
SP-000456,Spare for TT-23539: Sensor Element,3,Low,CFIHOS-00000200
SP-000457,Spare for K-36935: Bearing Assembly,3,Low,CFIHOS-00000200
SP-000458,Spare for TT-31962: Gasket Set,3,High,CFIHOS-00000200
SP-000459,Spare for TT-31962: Bearing Assembly,1,High,CFIHOS-00000200
SP-000460,Spare for FCV-20609: Sensor Element,2,Medium,CFIHOS-00000200
SP-000461,Spare for FCV-20609: Gasket Set,1,Low,CFIHOS-00000200
SP-000462,Spare for K-7420: Seal Kit,2,Medium,CFIHOS-00000200
SP-000463,Spare for K-7420: Diaphragm,4,Low,CFIHOS-00000200
SP-000464,Spare for E-19142: Seal Kit,4,High,CFIHOS-00000200
SP-000465,Spare for E-19142: Bearing Assembly,4,Low,CFIHOS-00000200
SP-000466,Spare for P-23894: Bearing Assembly,4,Low,CFIHOS-00000200
SP-000467,Spare for P-23894: Bearing Assembly,4,High,CFIHOS-00000200
SP-000468,Spare for P-15280: Sensor Element,4,Low,CFIHOS-00000200
SP-000469,Spare for PT-3844: Seal Kit,4,High,CFIHOS-00000200
SP-000470,Spare for LT-31428: Seal Kit,1,High,CFIHOS-00000200
SP-000471,Spare for LT-31428: Bearing Assembly,2,High,CFIHOS-00000200
SP-000472,Spare for PT-23620: O-Ring Kit,2,Medium,CFIHOS-00000200
SP-000473,Spare for PT-23620: O-Ring Kit,2,High,CFIHOS-00000200
SP-000474,Spare for TT-24158: Diaphragm,1,Medium,CFIHOS-00000200
SP-000475,Spare for TT-24158: O-Ring Kit,2,High,CFIHOS-00000200
SP-000476,Spare for FCV-29635: Seal Kit,1,Low,CFIHOS-00000200
SP-000477,Spare for FT-35402: Gasket Set,1,Low,CFIHOS-00000200
SP-000478,Spare for FT-35402: Gasket Set,2,Low,CFIHOS-00000200
SP-000479,Spare for FT-28907: Seal Kit,1,Low,CFIHOS-00000200
SP-000480,Spare for FT-28907: Bearing Assembly,1,Medium,CFIHOS-00000200
SP-000481,Spare for FT-2508: Seal Kit,2,High,CFIHOS-00000200
SP-000482,Spare for PSV-2363: Sensor Element,2,High,CFIHOS-00000200
SP-000483,Spare for PSV-2363: Diaphragm,4,Low,CFIHOS-00000200
SP-000484,Spare for V-4165: O-Ring Kit,3,Low,CFIHOS-00000200
SP-000485,Spare for V-4165: Bearing Assembly,1,Medium,CFIHOS-00000200
SP-000486,Spare for PT-1259: Bearing Assembly,4,Medium,CFIHOS-00000200
SP-000487,Spare for PT-1259: Gasket Set,1,Low,CFIHOS-00000200
SP-000488,Spare for TT-10835: Bearing Assembly,4,Low,CFIHOS-00000200
SP-000489,Spare for TT-24637: Seal Kit,2,Medium,CFIHOS-00000200
SP-000490,Spare for TT-24637: Seal Kit,3,Medium,CFIHOS-00000200
SP-000491,Spare for XV-2704: Diaphragm,1,High,CFIHOS-00000200
SP-000492,Spare for V-38455: Seal Kit,4,Medium,CFIHOS-00000200
SP-000493,Spare for V-38455: Bearing Assembly,4,Low,CFIHOS-00000200
SP-000494,Spare for P-26931: Bearing Assembly,1,Medium,CFIHOS-00000200
SP-000495,Spare for FT-12424: Gasket Set,3,Medium,CFIHOS-00000200
SP-000496,Spare for P-6439: Bearing Assembly,3,Medium,CFIHOS-00000200
SP-000497,Spare for COL-11135: Gasket Set,4,Low,CFIHOS-00000200
SP-000498,Spare for COL-11135: Bearing Assembly,1,Medium,CFIHOS-00000200
SP-000499,Spare for FT-14996: O-Ring Kit,3,Low,CFIHOS-00000200
SP-000500,Spare for K-6639: Gasket Set,4,High,CFIHOS-00000200
SP-000501,Spare for K-6639: Bearing Assembly,1,Medium,CFIHOS-00000200
SP-000502,Spare for FCV-35464: Sensor Element,4,Low,CFIHOS-00000200
SP-000503,Spare for PSV-933: Gasket Set,1,High,CFIHOS-00000200
SP-000504,Spare for FT-4446: Seal Kit,1,High,CFIHOS-00000200
SP-000505,Spare for FT-4446: Gasket Set,3,Medium,CFIHOS-00000200
SP-000506,Spare for COL-26095: Gasket Set,1,Low,CFIHOS-00000200
SP-000507,Spare for P-10823: Bearing Assembly,4,High,CFIHOS-00000200
SP-000508,Spare for P-10823: Bearing Assembly,4,Medium,CFIHOS-00000200
SP-000509,Spare for PT-24065: Bearing Assembly,3,Medium,CFIHOS-00000200
SP-000510,Spare for PT-24065: Diaphragm,3,Low,CFIHOS-00000200
SP-000511,Spare for XV-20537: Bearing Assembly,3,Medium,CFIHOS-00000200
SP-000512,Spare for PSV-26130: Diaphragm,3,High,CFIHOS-00000200
SP-000513,Spare for LT-11716: Bearing Assembly,1,High,CFIHOS-00000200
SP-000514,Spare for V-19257: Gasket Set,1,Low,CFIHOS-00000200
SP-000515,Spare for V-19257: Sensor Element,4,Medium,CFIHOS-00000200
SP-000516,Spare for E-15796: O-Ring Kit,1,High,CFIHOS-00000200
SP-000517,Spare for E-15796: Seal Kit,1,Low,CFIHOS-00000200
SP-000518,Spare for LT-16556: Sensor Element,2,Low,CFIHOS-00000200
SP-000519,Spare for TT-38569: Sensor Element,2,Medium,CFIHOS-00000200
SP-000520,Spare for LT-34629: Gasket Set,2,Low,CFIHOS-00000200
SP-000521,Spare for LT-34629: Gasket Set,3,High,CFIHOS-00000200
SP-000522,Spare for PSV-25155: Gasket Set,1,Low,CFIHOS-00000200
SP-000523,Spare for PSV-25155: Bearing Assembly,3,High,CFIHOS-00000200
SP-000524,Spare for P-12198: Seal Kit,1,Low,CFIHOS-00000200
SP-000525,Spare for COL-1911: Bearing Assembly,2,Low,CFIHOS-00000200
SP-000526,Spare for COL-8758: O-Ring Kit,3,Medium,CFIHOS-00000200
SP-000527,Spare for XV-32126: Sensor Element,1,Medium,CFIHOS-00000200
SP-000528,Spare for K-21219: Gasket Set,1,Medium,CFIHOS-00000200
SP-000529,Spare for P-34734: Diaphragm,2,Low,CFIHOS-00000200
SP-000530,Spare for P-34734: O-Ring Kit,3,Medium,CFIHOS-00000200
SP-000531,Spare for LT-16476: Diaphragm,3,Medium,CFIHOS-00000200
SP-000532,Spare for LT-16476: Sensor Element,1,Medium,CFIHOS-00000200
SP-000533,Spare for COL-39824: Seal Kit,2,Medium,CFIHOS-00000200
SP-000534,Spare for COL-39824: Seal Kit,2,High,CFIHOS-00000200
SP-000535,Spare for P-10291: Bearing Assembly,3,Low,CFIHOS-00000200
SP-000536,Spare for COL-32020: O-Ring Kit,1,Medium,CFIHOS-00000200
SP-000537,Spare for COL-32020: Seal Kit,2,Medium,CFIHOS-00000200
SP-000538,Spare for V-29762: Bearing Assembly,3,Medium,CFIHOS-00000200
SP-000539,Spare for FCV-14861: Diaphragm,2,High,CFIHOS-00000200
SP-000540,Spare for FCV-14861: Diaphragm,1,Medium,CFIHOS-00000200
SP-000541,Spare for FCV-8130: O-Ring Kit,4,High,CFIHOS-00000200
SP-000542,Spare for FCV-8130: O-Ring Kit,1,Medium,CFIHOS-00000200
SP-000543,Spare for PT-39354: Diaphragm,1,Medium,CFIHOS-00000200
SP-000544,Spare for P-28354: Bearing Assembly,4,High,CFIHOS-00000200
SP-000545,Spare for P-28354: Bearing Assembly,1,Low,CFIHOS-00000200
SP-000546,Spare for XV-12858: Seal Kit,2,Medium,CFIHOS-00000200
SP-000547,Spare for XV-12858: O-Ring Kit,4,High,CFIHOS-00000200
SP-000548,Spare for TT-29212: Bearing Assembly,3,High,CFIHOS-00000200
SP-000549,Spare for TT-29212: Gasket Set,3,Low,CFIHOS-00000200
SP-000550,Spare for P-4494: Seal Kit,3,Low,CFIHOS-00000200
SP-000551,Spare for P-4494: Seal Kit,3,Low,CFIHOS-00000200
SP-000552,Spare for E-36403: Seal Kit,1,Medium,CFIHOS-00000200
SP-000553,Spare for XV-7371: Bearing Assembly,4,High,CFIHOS-00000200
SP-000554,Spare for K-26159: Seal Kit,4,High,CFIHOS-00000200
SP-000555,Spare for K-26159: Gasket Set,2,Medium,CFIHOS-00000200
SP-000556,Spare for COL-31907: Sensor Element,3,High,CFIHOS-00000200
SP-000557,Spare for K-22515: Diaphragm,2,Low,CFIHOS-00000200
SP-000558,Spare for V-31718: Diaphragm,4,High,CFIHOS-00000200
SP-000559,Spare for V-31718: Sensor Element,4,Low,CFIHOS-00000200
SP-000560,Spare for K-29697: Sensor Element,4,High,CFIHOS-00000200
SP-000561,Spare for K-29697: Bearing Assembly,2,High,CFIHOS-00000200
SP-000562,Spare for E-5188: Sensor Element,2,High,CFIHOS-00000200
SP-000563,Spare for E-7173: O-Ring Kit,3,High,CFIHOS-00000200
SP-000564,Spare for FCV-9958: O-Ring Kit,1,High,CFIHOS-00000200
SP-000565,Spare for FCV-9958: Bearing Assembly,1,High,CFIHOS-00000200
SP-000566,Spare for P-1480: Bearing Assembly,1,Medium,CFIHOS-00000200
SP-000567,Spare for P-35373: Gasket Set,3,High,CFIHOS-00000200
SP-000568,Spare for P-35373: Bearing Assembly,1,High,CFIHOS-00000200
SP-000569,Spare for LT-32761: Gasket Set,1,Low,CFIHOS-00000200
SP-000570,Spare for LT-32761: Seal Kit,3,High,CFIHOS-00000200
SP-000571,Spare for V-18629: Gasket Set,3,Low,CFIHOS-00000200
SP-000572,Spare for V-18629: Bearing Assembly,3,Medium,CFIHOS-00000200
SP-000573,Spare for COL-29756: Sensor Element,1,High,CFIHOS-00000200
SP-000574,Spare for K-27609: O-Ring Kit,3,Medium,CFIHOS-00000200
SP-000575,Spare for K-27609: O-Ring Kit,1,Medium,CFIHOS-00000200
SP-000576,Spare for V-7748: Seal Kit,4,Low,CFIHOS-00000200
SP-000577,Spare for FT-34659: Sensor Element,4,Medium,CFIHOS-00000200
SP-000578,Spare for FT-16957: O-Ring Kit,3,High,CFIHOS-00000200
SP-000579,Spare for FT-16957: Diaphragm,2,High,CFIHOS-00000200
SP-000580,Spare for TT-12961: O-Ring Kit,3,Medium,CFIHOS-00000200
SP-000581,Spare for FT-5845: Diaphragm,3,High,CFIHOS-00000200
SP-000582,Spare for XV-18019: Diaphragm,4,Low,CFIHOS-00000200
SP-000583,Spare for XV-39731: Bearing Assembly,4,Low,CFIHOS-00000200
SP-000584,Spare for XV-39731: Sensor Element,2,High,CFIHOS-00000200
SP-000585,Spare for PSV-13258: Seal Kit,2,Low,CFIHOS-00000200
SP-000586,Spare for COL-34904: O-Ring Kit,3,High,CFIHOS-00000200
SP-000587,Spare for FCV-35721: Seal Kit,4,Medium,CFIHOS-00000200
SP-000588,Spare for FCV-35721: Seal Kit,3,High,CFIHOS-00000200
SP-000589,Spare for FCV-10585: Bearing Assembly,3,Low,CFIHOS-00000200
SP-000590,Spare for FCV-22983: Gasket Set,4,Medium,CFIHOS-00000200
SP-000591,Spare for FCV-22983: Gasket Set,2,High,CFIHOS-00000200
SP-000592,Spare for TT-32902: Seal Kit,2,Low,CFIHOS-00000200
SP-000593,Spare for TT-32902: O-Ring Kit,3,High,CFIHOS-00000200
SP-000594,Spare for PSV-6799: Diaphragm,1,Medium,CFIHOS-00000200
SP-000595,Spare for PSV-6799: O-Ring Kit,3,Low,CFIHOS-00000200
SP-000596,Spare for FCV-22866: Gasket Set,1,Low,CFIHOS-00000200
SP-000597,Spare for FCV-22866: O-Ring Kit,3,High,CFIHOS-00000200
SP-000598,Spare for K-13477: O-Ring Kit,3,High,CFIHOS-00000200
SP-000599,Spare for V-282: Diaphragm,1,Medium,CFIHOS-00000200
SP-000600,Spare for LT-38639: Seal Kit,3,High,CFIHOS-00000200
SP-000601,Spare for E-35778: Diaphragm,4,Medium,CFIHOS-00000200
SP-000602,Spare for PT-38610: Gasket Set,4,High,CFIHOS-00000200
SP-000603,Spare for PT-38610: Sensor Element,2,High,CFIHOS-00000200
SP-000604,Spare for K-24633: Sensor Element,3,Medium,CFIHOS-00000200
SP-000605,Spare for K-24633: O-Ring Kit,4,High,CFIHOS-00000200
SP-000606,Spare for E-27232: O-Ring Kit,2,Medium,CFIHOS-00000200
SP-000607,Spare for XV-23719: Gasket Set,1,Medium,CFIHOS-00000200
SP-000608,Spare for V-19727: Gasket Set,4,Medium,CFIHOS-00000200
SP-000609,Spare for V-19727: Sensor Element,3,Medium,CFIHOS-00000200
SP-000610,Spare for TT-23847: Gasket Set,3,Low,CFIHOS-00000200
SP-000611,Spare for TT-22248: Diaphragm,3,High,CFIHOS-00000200
SP-000612,Spare for TT-22248: Diaphragm,3,High,CFIHOS-00000200
SP-000613,Spare for V-17531: Seal Kit,4,Medium,CFIHOS-00000200
SP-000614,Spare for K-26020: Bearing Assembly,4,Low,CFIHOS-00000200
SP-000615,Spare for P-36231: O-Ring Kit,3,Low,CFIHOS-00000200
SP-000616,Spare for V-23361: Sensor Element,1,High,CFIHOS-00000200
SP-000617,Spare for V-23361: Sensor Element,1,High,CFIHOS-00000200
SP-000618,Spare for FT-4735: O-Ring Kit,4,Low,CFIHOS-00000200
SP-000619,Spare for FT-4735: Gasket Set,2,Low,CFIHOS-00000200
SP-000620,Spare for PSV-16039: O-Ring Kit,3,High,CFIHOS-00000200
SP-000621,Spare for PSV-16039: Gasket Set,1,High,CFIHOS-00000200
SP-000622,Spare for E-31496: Diaphragm,2,Low,CFIHOS-00000200
SP-000623,Spare for E-31496: Gasket Set,3,High,CFIHOS-00000200
SP-000624,Spare for COL-33585: Diaphragm,3,High,CFIHOS-00000200
SP-000625,Spare for K-13255: Bearing Assembly,4,High,CFIHOS-00000200
SP-000626,Spare for K-13255: Sensor Element,4,Medium,CFIHOS-00000200
SP-000627,Spare for P-33811: Bearing Assembly,4,Medium,CFIHOS-00000200
SP-000628,Spare for P-33811: Bearing Assembly,3,Low,CFIHOS-00000200
SP-000629,Spare for PSV-28826: O-Ring Kit,2,High,CFIHOS-00000200
SP-000630,Spare for PSV-28826: Diaphragm,1,Low,CFIHOS-00000200
SP-000631,Spare for P-38374: O-Ring Kit,3,High,CFIHOS-00000200
SP-000632,Spare for LT-38481: Bearing Assembly,4,Medium,CFIHOS-00000200
SP-000633,Spare for P-2463: Bearing Assembly,3,Low,CFIHOS-00000200
SP-000634,Spare for P-2463: O-Ring Kit,3,High,CFIHOS-00000200
SP-000635,Spare for PT-5463: Bearing Assembly,3,High,CFIHOS-00000200
SP-000636,Spare for PSV-31765: Gasket Set,2,Medium,CFIHOS-00000200
SP-000637,Spare for XV-28697: Seal Kit,3,Medium,CFIHOS-00000200
SP-000638,Spare for XV-28697: Diaphragm,2,High,CFIHOS-00000200
SP-000639,Spare for LT-35630: Gasket Set,4,Medium,CFIHOS-00000200
SP-000640,Spare for LT-35630: O-Ring Kit,1,Medium,CFIHOS-00000200
SP-000641,Spare for FT-36009: Gasket Set,1,High,CFIHOS-00000200
SP-000642,Spare for FT-36009: Seal Kit,4,High,CFIHOS-00000200
SP-000643,Spare for TT-40003: Bearing Assembly,1,Low,CFIHOS-00000200
SP-000644,Spare for TT-40003: O-Ring Kit,3,Medium,CFIHOS-00000200
SP-000645,Spare for TT-10399: Seal Kit,4,Medium,CFIHOS-00000200
SP-000646,Spare for TT-10399: O-Ring Kit,2,High,CFIHOS-00000200
SP-000647,Spare for XV-39361: O-Ring Kit,1,High,CFIHOS-00000200
SP-000648,Spare for XV-39361: O-Ring Kit,3,Medium,CFIHOS-00000200
SP-000649,Spare for E-30179: O-Ring Kit,3,Medium,CFIHOS-00000200
SP-000650,Spare for E-30179: Seal Kit,2,Low,CFIHOS-00000200
SP-000651,Spare for P-22630: O-Ring Kit,4,Medium,CFIHOS-00000200
SP-000652,Spare for TT-20975: Gasket Set,1,Low,CFIHOS-00000200
SP-000653,Spare for TT-20975: Gasket Set,3,High,CFIHOS-00000200
SP-000654,Spare for PSV-21819: O-Ring Kit,3,High,CFIHOS-00000200
SP-000655,Spare for PSV-17130: Bearing Assembly,1,Low,CFIHOS-00000200
SP-000656,Spare for PSV-17130: Sensor Element,3,Medium,CFIHOS-00000200
SP-000657,Spare for XV-4256: Sensor Element,3,Medium,CFIHOS-00000200
SP-000658,Spare for XV-4256: Gasket Set,4,High,CFIHOS-00000200
SP-000659,Spare for XV-1718: Gasket Set,4,Medium,CFIHOS-00000200
SP-000660,Spare for P-13522: Sensor Element,1,High,CFIHOS-00000200
SP-000661,Spare for P-13522: O-Ring Kit,3,Medium,CFIHOS-00000200
SP-000662,Spare for XV-36948: Diaphragm,1,High,CFIHOS-00000200
SP-000663,Spare for XV-36948: Diaphragm,1,Low,CFIHOS-00000200
SP-000664,Spare for E-28073: O-Ring Kit,2,High,CFIHOS-00000200
SP-000665,Spare for XV-25832: Gasket Set,2,High,CFIHOS-00000200
SP-000666,Spare for E-1811: Diaphragm,2,Low,CFIHOS-00000200
SP-000667,Spare for E-1811: Gasket Set,1,Low,CFIHOS-00000200
SP-000668,Spare for P-17976: Sensor Element,4,Low,CFIHOS-00000200
SP-000669,Spare for COL-2791: Bearing Assembly,1,Low,CFIHOS-00000200
SP-000670,Spare for XV-15416: O-Ring Kit,3,High,CFIHOS-00000200
SP-000671,Spare for LT-38194: O-Ring Kit,3,Medium,CFIHOS-00000200
SP-000672,Spare for K-10316: Bearing Assembly,4,Low,CFIHOS-00000200
SP-000673,Spare for V-19268: Bearing Assembly,3,High,CFIHOS-00000200
SP-000674,Spare for P-25733: Sensor Element,1,Low,CFIHOS-00000200
SP-000675,Spare for P-25733: O-Ring Kit,3,Medium,CFIHOS-00000200
SP-000676,Spare for PSV-15736: Sensor Element,4,Medium,CFIHOS-00000200
SP-000677,Spare for PSV-15736: Seal Kit,1,High,CFIHOS-00000200
SP-000678,Spare for PSV-2110: Bearing Assembly,2,Low,CFIHOS-00000200
SP-000679,Spare for P-31061: Gasket Set,2,Low,CFIHOS-00000200
